,5,10,15,20,25,30
0,0.17589576547231267,0.17589576547231267,0.17589576547231267,0.17589576547231267,0.17589576547231267,0.17589576547231267
1,0.1606948968512486,0.1628664495114006,0.1606948968512486,0.1606948968512486,0.1606948968512486,0.1628664495114006
2,0.17589576547231267,0.17372421281216066,0.17589576547231267,0.17372421281216066,0.17372421281216066,0.17589576547231267
3,0.19109663409337674,0.19109663409337674,0.19109663409337674,0.19109663409337674,0.19218241042345274,0.19109663409337674
4,0.16720955483170463,0.16720955483170463,0.16720955483170463,0.16720955483170463,0.16829533116178064,0.16829533116178064
5,0.15526601520086858,0.15526601520086858,0.15526601520086858,0.15526601520086858,0.15526601520086858,0.15526601520086858
6,0.17263843648208466,0.17698154180238868,0.17263843648208466,0.17698154180238868,0.17698154180238868,0.17698154180238868
7,0.17155266015200865,0.17155266015200865,0.17155266015200865,0.17155266015200865,0.17155266015200865,0.17155266015200865
8,0.15526601520086858,0.15526601520086858,0.15309446254071657,0.15309446254071657,0.15526601520086858,0.15526601520086858
9,0.17915309446254069,0.17915309446254069,0.17915309446254069,0.17915309446254069,0.17915309446254069,0.17915309446254069
10,0.1834961997828447,0.1824104234527687,0.1824104234527687,0.1824104234527687,0.1824104234527687,0.1824104234527687
11,0.1802388707926167,0.1802388707926167,0.1802388707926167,0.1802388707926167,0.1802388707926167,0.1802388707926167
12,0.1813246471226927,0.1813246471226927,0.1824104234527687,0.1824104234527687,0.1824104234527687,0.1813246471226927
13,0.17046688382193265,0.17046688382193265,0.17046688382193265,0.17046688382193265,0.16829533116178064,0.17046688382193265
14,0.1574375678610206,0.15635179153094458,0.15635179153094458,0.15635179153094458,0.15635179153094458,0.15635179153094458
15,0.17480998914223667,0.17372421281216066,0.17480998914223667,0.17372421281216066,0.17372421281216066,0.17480998914223667
16,0.16612377850162863,0.16612377850162863,0.16720955483170463,0.16720955483170463,0.16720955483170463,0.16720955483170463
17,0.1596091205211726,0.1617806731813246,0.1596091205211726,0.1596091205211726,0.1617806731813246,0.1596091205211726
18,0.17046688382193265,0.17046688382193265,0.17046688382193265,0.17046688382193265,0.17046688382193265,0.17046688382193265
19,0.16503800217155262,0.1628664495114006,0.16503800217155262,0.1628664495114006,0.16503800217155262,0.16503800217155262
20,0.1824104234527687,0.1802388707926167,0.1824104234527687,0.1824104234527687,0.1802388707926167,0.1802388707926167
21,0.16395222584147662,0.16395222584147662,0.16395222584147662,0.16395222584147662,0.1617806731813246,0.1617806731813246
22,0.15309446254071657,0.15309446254071657,0.15309446254071657,0.15309446254071657,0.15309446254071657,0.15309446254071657
23,0.14766558089033655,0.14766558089033655,0.15092290988056456,0.15092290988056456,0.14766558089033655,0.14766558089033655
24,0.16612377850162863,0.16612377850162863,0.16612377850162863,0.16612377850162863,0.16612377850162863,0.16612377850162863
25,0.1606948968512486,0.1606948968512486,0.1606948968512486,0.1606948968512486,0.1606948968512486,0.1606948968512486
26,0.16829533116178064,0.16612377850162863,0.16612377850162863,0.16612377850162863,0.16829533116178064,0.16829533116178064
27,0.17046688382193265,0.17046688382193265,0.17046688382193265,0.17046688382193265,0.17046688382193265,0.17046688382193265
28,0.17046688382193265,0.16938110749185664,0.16938110749185664,0.16938110749185664,0.16938110749185664,0.16938110749185664
29,0.1606948968512486,0.1606948968512486,0.1606948968512486,0.1606948968512486,0.1606948968512486,0.1606948968512486
30,0.1596091205211726,0.1596091205211726,0.1596091205211726,0.1596091205211726,0.1606948968512486,0.1606948968512486
31,0.1628664495114006,0.1628664495114006,0.1628664495114006,0.1628664495114006,0.1628664495114006,0.1628664495114006
32,0.16720955483170463,0.16720955483170463,0.16938110749185664,0.16720955483170463,0.16720955483170463,0.16720955483170463
33,0.17806731813246468,0.17806731813246468,0.17806731813246468,0.17806731813246468,0.17806731813246468,0.17806731813246468
34,0.1596091205211726,0.1596091205211726,0.1596091205211726,0.1596091205211726,0.1596091205211726,0.1596091205211726
35,0.17046688382193265,0.17155266015200865,0.17155266015200865,0.17046688382193265,0.17155266015200865,0.17155266015200865
36,0.16395222584147662,0.16395222584147662,0.16395222584147662,0.16829533116178064,0.16829533116178064,0.16395222584147662
37,0.1574375678610206,0.1574375678610206,0.1585233441910966,0.1574375678610206,0.1574375678610206,0.1585233441910966
38,0.16612377850162863,0.16612377850162863,0.16612377850162863,0.16612377850162863,0.16612377850162863,0.16612377850162863
39,0.1628664495114006,0.1628664495114006,0.1628664495114006,0.1628664495114006,0.1628664495114006,0.1628664495114006
40,0.17698154180238868,0.17698154180238868,0.17806731813246468,0.17806731813246468,0.17698154180238868,0.17806731813246468
41,0.17480998914223667,0.17480998914223667,0.17263843648208466,0.17263843648208466,0.17480998914223667,0.17480998914223667
42,0.17806731813246468,0.17806731813246468,0.17806731813246468,0.17806731813246468,0.17806731813246468,0.17806731813246468
43,0.18783930510314872,0.19001085776330073,0.19001085776330073,0.18783930510314872,0.18783930510314872,0.19001085776330073
44,0.17480998914223667,0.17698154180238868,0.17480998914223667,0.17480998914223667,0.17480998914223667,0.17698154180238868
45,0.16503800217155262,0.16503800217155262,0.16503800217155262,0.16503800217155262,0.16503800217155262,0.16503800217155262
46,0.16612377850162863,0.16612377850162863,0.16612377850162863,0.16612377850162863,0.16612377850162863,0.16612377850162863
47,0.17263843648208466,0.17263843648208466,0.17263843648208466,0.17263843648208466,0.17263843648208466,0.17263843648208466
48,0.17372421281216066,0.17480998914223667,0.17480998914223667,0.17480998914223667,0.17372421281216066,0.17372421281216066
49,0.15200868621064056,0.15200868621064056,0.15418023887079257,0.15418023887079257,0.15418023887079257,0.15418023887079257
50,0.17480998914223667,0.17372421281216066,0.17372421281216066,0.17372421281216066,0.17480998914223667,0.17372421281216066
51,0.16395222584147662,0.1628664495114006,0.16395222584147662,0.1628664495114006,0.1628664495114006,0.1628664495114006
